Unnamed: 0,city,state,state_full,country,region,year,census_fips_code,census_population,census_latitude,census_longitude,residential_speed_limit,bna_id,bna_uuid,bna_people,bna_opportunity_employment,bna_opportunity_k12_education,bna_opportunity_technical_vocational_college,bna_opportunity_higher_education,bna_opportunity,bna_core_services_doctors,bna_core_services_dentists,bna_core_services_hospitals,bna_core_services_pharmacies,bna_core_services_grocery,bna_core_services_social_services,bna_core_services,bna_retail,bna_recreation_parks,bna_recreation_trails,bna_recreation_community_centers,bna_recreation,bna_transit,bna_overall_score,bna_rounded_score,bna_total_low_stress_miles,bna_total_high_stress_miles,pop_size,rank,rank_size,rank_state,rank_country,rank_country_size,creation_date,filename
12672,Chattanooga,TN,Tennessee,United States,South,2024,4714000,181288,35.066,-85.2484,25,4ccfcf6b-17c9-4006-b1cd-7e2829d85d54,e09fb7d5-dd65-44db-a963-d07523215d84,31.72,21.24,29.92,5.25,19.66,22.36,13.49,14.69,14.65,19.64,20.55,9.75,15.66,25.33,40.6,24.86,7.19,26.74,10.3,21.72,22,2153.5,682.4,medium,,,,,,2024-03-13T11:25:00Z,TN_Chattanooga_v24.1.csv
12673,Chattanooga,TN,Tennessee,United States,South,2025,4714000,182832,35.065958,-85.248386,25,4ccfcf6b-17c9-4006-b1cd-7e2829d85d54,5885ec0d-6af5-43c1-9978-d2389e40b95f,32.49,22.64,31.35,5.73,20.22,23.51,17.91,13.45,16.44,20.53,23.83,20.91,19.36,29.84,44.17,29.98,11.86,31.13,10.21,24.12,24,2175.5,682.8,medium,,,,,,2025-03-21T17:25:30.378391Z,TN_Chattanooga_v25.1.csv
11565,Muskogee,OK,Oklahoma,United States,South,2023,4050050,36933,35.7479,-95.3697,25,419779dc-65f1-410a-a55d-42c379e252de,c95dfd2d-f989-4c10-a9d6-c8450a488646,35.23,22.27,31.07,20.98,2.31,21.23,10.02,21.56,18.74,23.02,25.69,34.36,21.79,20.41,35.4,29.91,13.1,27.9,0.0,24.86,25,605.7,299.1,small,,,,,,2023-08-27T14:08:00Z,OK_Muskogee_v23.1.csv
11566,Muskogee,OK,Oklahoma,United States,South,2023,4050050,36933,35.7479,-95.3697,25,419779dc-65f1-410a-a55d-42c379e252de,6b470afd-0f87-4bdd-a9b2-1e3be794a053,35.23,22.34,31.07,20.98,2.31,21.25,10.02,21.56,18.74,23.02,25.69,34.36,21.79,20.41,35.39,29.91,13.1,27.9,0.0,24.87,25,604.9,299.1,small,,,,,,2023-12-06T11:22:00Z,OK_Muskogee_v23.2.csv
11567,Muskogee,OK,Oklahoma,United States,South,2024,4050050,36933,35.7479,-95.3697,25,419779dc-65f1-410a-a55d-42c379e252de,aede142b-f3d3-45a6-bf7c-66c05b33f5a3,35.47,22.82,31.28,20.98,2.31,21.5,10.9,21.86,18.74,16.25,26.35,34.36,21.48,34.52,35.92,31.75,13.72,28.91,0.0,27.57,28,607.0,295.9,small,,,,,,2024-03-12T16:06:00Z,OK_Muskogee_v24.1.csv
11568,Muskogee,OK,Oklahoma,United States,South,2025,4050050,36819,35.7437972,-95.3564048,25,419779dc-65f1-410a-a55d-42c379e252de,cf05a5f2-55f9-4d32-a011-585b4c76b5cd,36.96,24.08,31.24,18.32,2.31,21.66,13.69,22.23,18.74,17.77,33.18,34.36,23.94,44.4,36.3,30.05,17.38,29.38,0.0,30.27,30,621.2,289.5,small,,,,,,2025-03-22T03:04:35.086807Z,OK_Muskogee_v25.1.csv
5461,Roberta,GA,Georgia,United States,South,2023,1365856,1462,32.7198,-84.0104,30,7a645a59-1477-4fc0-83ad-75f55129b09f,51937226-98db-4d5d-808b-6960c27d6eb3,31.0,28.04,14.46,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,2.05,0.0,18.42,18,0.0,23.9,small,,,,,,2023-08-21T10:51:00Z,GA_Roberta_v23.1.csv
5462,Roberta,GA,Georgia,United States,South,2023,1365856,1462,32.7198,-84.0104,30,7a645a59-1477-4fc0-83ad-75f55129b09f,7d4e53e1-85de-45fa-b417-0ce83aa61828,31.0,28.04,14.46,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,2.05,0.0,18.42,18,0.0,23.9,small,,,,,,2023-12-06T14:45:00Z,GA_Roberta_v23.2.csv
5463,Roberta,GA,Georgia,United States,South,2024,1365856,1462,32.7198,-84.0104,30,7a645a59-1477-4fc0-83ad-75f55129b09f,a8d4651d-42bc-40e0-8310-6c6e3fa70431,31.0,28.04,14.46,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,,10.99,2.05,0.0,0.0,2.05,0.0,16.7,17,0.0,23.9,small,,,,,,2024-03-06T14:32:00Z,GA_Roberta_v24.1.csv
5464,Roberta,GA,Georgia,United States,South,2025,1365856,1235,32.7197762,-84.0103813,30,7a645a59-1477-4fc0-83ad-75f55129b09f,b9cd336e-57eb-46f8-b3bf-e2eb3a5ebd43,31.16,28.04,14.46,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,,10.99,2.05,0.0,0.0,2.05,0.0,16.74,17,0.5,23.8,small,,,,,,2025-03-23T20:45:26.243850Z,GA_Roberta_v25.1.csv
